Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Chromosome/scaffold name,Gene start (bp hg19),Gene end (bp hg19),Gene name,Source of gene name
ENSG00000157514,ENSG00000157514.17,ENST00000372390,ENST00000372390.8,X,107713221,107777342,TSC22D3,HGNC Symbol
ENSG00000170935,ENSG00000170935.8,ENST00000639756,ENST00000639756.1,X,107774899,107795829,NCBP2L,HGNC Symbol
ENSG00000080561,ENSG00000080561.14,ENST00000451923,ENST00000451923.1,X,107825755,107931637,MID2,HGNC Symbol
ENSG00000225728,ENSG00000225728.2,ENST00000451535,ENST00000451535.2,X,107939263,107939642,TMEM230P1,HGNC Symbol
ENSG00000277883,ENSG00000277883.1,ENST00000622303,ENST00000622303.1,X,107974078,107985008,NLRP3P1,HGNC Symbol
ENSG00000170925,ENSG00000170925.3,ENST00000302917,ENST00000302917.1,X,107980864,107982370,TEX13B,HGNC Symbol
ENSG00000101842,ENSG00000101842.14,ENST00000217957,ENST00000217957.10,X,108044970,108079184,VSIG1,HGNC Symbol
ENSG00000101843,ENSG00000101843.19,ENST00000217958,ENST00000217958.8,X,108084207,108091549,PSMD10,HGNC Symbol
ENSG00000101844,ENSG00000101844.18,ENST00000372232,ENST00000372232.8,X,108091668,108154671,ATG4A,HGNC Symbol
ENSG00000197565,ENSG00000197565.16,ENST00000334504,ENST00000334504.12,X,108155607,108439497,COL4A6,HGNC Symbol
ENSG00000188153,ENSG00000188153.14,ENST00000477429,ENST00000477429.1,X,108439838,108697545,COL4A5,HGNC Symbol
ENSG00000133124,ENSG00000133124.12,ENST00000372129,ENST00000372129.4,X,108719946,108736563,IRS4,HGNC Symbol
ENSG00000201443,ENSG00000201443.1,ENST00000364573,ENST00000364573.1,X,108826764,108826869,RNU6-309P,HGNC Symbol
ENSG00000215000,ENSG00000215000.4,ENST00000399414,ENST00000399414.2,X,109341813,109342697,GAPDHP77,HGNC Symbol
ENSG00000101890,ENSG00000101890.5,ENST00000218006,ENST00000218006.3,X,109372906,109482086,GUCY2F,HGNC Symbol
ENSG00000101888,ENSG00000101888.12,ENST00000218004,ENST00000218004.5,X,109535781,109544698,NXT2,HGNC Symbol
ENSG00000233874,ENSG00000233874.2,ENST00000440201,ENST00000440201.2,X,109568478,109570289,MFN1P1,HGNC Symbol
ENSG00000176076,ENSG00000176076.7,ENST00000372101,ENST00000372101.3,X,109623700,109625172,KCNE5,HGNC Symbol
ENSG00000068366,ENSG00000068366.21,ENST00000439581,ENST00000439581.1,X,109624244,109733403,ACSL4,HGNC Symbol
ENSG00000225381,ENSG00000225381.2,ENST00000456664,ENST00000456664.2,X,109853312,109853919,RPS5P7,HGNC Symbol
ENSG00000157600,ENSG00000157600.12,ENST00000497754,ENST00000497754.1,X,110002631,110182734,TMEM164,HGNC Symbol
ENSG00000208013,ENSG00000208013.3,ENST00000385278,ENST00000385278.3,X,110055329,110055426,MIR652,HGNC Symbol
ENSG00000265584,ENSG00000265584.1,ENST00000585195,ENST00000585195.1,X,110082118,110082218,MIR3978,HGNC Symbol
ENSG00000101935,ENSG00000101935.11,ENST00000262844,ENST00000262844.10,X,110194186,110440318,AMMECR1,HGNC Symbol
ENSG00000208883,ENSG00000208883.1,ENST00000386148,ENST00000386148.1,X,110224985,110225063,SNORD96B,HGNC Symbol
ENSG00000224142,ENSG00000224142.1,ENST00000418848,ENST00000418848.1,X,110305420,110307221,AMMECR1-IT1,HGNC Symbol
ENSG00000133136,ENSG00000133136.5,ENST00000372054,ENST00000372054.3,X,110346103,110440372,GNG5P2,HGNC Symbol
ENSG00000243978,ENSG00000243978.8,ENST00000520821,ENST00000520821.5,X,110358816,110456334,RTL9,HGNC Symbol
ENSG00000225366,ENSG00000225366.5,ENST00000602699,ENST00000602699.1,X,110520312,110523021,TDGF1P3,HGNC Symbol
ENSG00000228042,ENSG00000228042.2,ENST00000436086,ENST00000436086.2,X,110636841,110637672,M6PRP1,HGNC Symbol
ENSG00000101938,ENSG00000101938.15,ENST00000372045,ENST00000372045.5,X,110673856,110795819,CHRDL1,HGNC Symbol
ENSG00000077264,ENSG00000077264.16,ENST00000425146,ENST00000425146.5,X,110944285,111227361,PAK3,HGNC Symbol
ENSG00000226112,ENSG00000226112.1,ENST00000448326,ENST00000448326.1,X,111169221,111169403,FCF1P4,HGNC Symbol
ENSG00000234349,ENSG00000234349.1,ENST00000420997,ENST00000420997.1,X,111229889,111231061,GLUD1P9,HGNC Symbol
ENSG00000077274,ENSG00000077274.9,ENST00000324068,ENST00000324068.2,X,111245099,111270483,CAPN6,HGNC Symbol
ENSG00000077279,ENSG00000077279.20,ENST00000371993,ENST00000371993.7,X,111293779,111412429,DCX,HGNC Symbol
ENSG00000251954,ENSG00000251954.1,ENST00000516145,ENST00000516145.1,X,111421510,111421608,RNU6-496P,HGNC Symbol
ENSG00000223904,ENSG00000223904.2,ENST00000438594,ENST00000438594.2,X,111434427,111435024,HMGB1P12,HGNC Symbol
ENSG00000260802,ENSG00000260802.1,ENST00000569275,ENST00000569275.1,X,111511662,111522399,SERTM2,HGNC Symbol
ENSG00000225031,ENSG00000225031.1,ENST00000432307,ENST00000432307.1,X,111619677,111621489,EIF4BP7,HGNC Symbol
ENSG00000236189,ENSG00000236189.2,ENST00000430258,ENST00000430258.2,X,111624210,111624726,RPL18AP15,HGNC Symbol
ENSG00000101901,ENSG00000101901.12,ENST00000487141,ENST00000487141.5,X,111665811,111760649,ALG13,HGNC Symbol
ENSG00000201420,ENSG00000201420.1,ENST00000364550,ENST00000364550.1,X,111669829,111669948,RNA5SP512,HGNC Symbol
ENSG00000229487,ENSG00000229487.1,ENST00000430794,ENST00000430794.1,X,111706649,111711101,ALG13-AS1,HGNC Symbol
ENSG00000072315,ENSG00000072315.4,ENST00000262839,ENST00000262839.3,X,111768011,112082776,TRPC5,HGNC Symbol
ENSG00000204025,ENSG00000204025.8,ENST00000612026,ENST00000612026.5,X,111876051,111903990,TRPC5OS,HGNC Symbol
ENSG00000271464,ENSG00000271464.1,ENST00000604554,ENST00000604554.1,X,112319952,112320417,DPRXP7,HGNC Symbol
ENSG00000271400,ENSG00000271400.1,ENST00000605115,ENST00000605115.1,X,112381392,112382220,CCDC121P1,HGNC Symbol
ENSG00000187823,ENSG00000187823.3,ENST00000340433,ENST00000340433.3,X,112454500,112457112,RTL4,HGNC Symbol
ENSG00000182508,ENSG00000182508.14,ENST00000371968,ENST00000371968.8,X,112630648,112680054,LHFPL1,HGNC Symbol
ENSG00000213652,ENSG00000213652.3,ENST00000457863,ENST00000457863.1,X,112689915,112690520,HMGB3P30,HGNC Symbol
ENSG00000126016,ENSG00000126016.17,ENST00000304758,ENST00000304758.5,X,112774503,112840831,AMOT,HGNC Symbol
ENSG00000283775,ENSG00000283775.1,ENST00000582643,ENST00000582643.1,X,112780718,112780788,MIR4329,HGNC Symbol
ENSG00000243011,ENSG00000243011.3,ENST00000465140,ENST00000465140.3,X,112855874,112856162,RN7SL266P,HGNC Symbol
ENSG00000252930,ENSG00000252930.1,ENST00000517121,ENST00000517121.1,X,112919132,112919230,RNU6-1015P,HGNC Symbol
ENSG00000220541,ENSG00000220541.4,ENST00000403700,ENST00000403700.2,X,113522482,113522989,PPIHP2,HGNC Symbol
ENSG00000241743,ENSG00000241743.4,ENST00000674361,ENST00000674361.1,X,113616300,114059289,XACT,HGNC Symbol
ENSG00000270524,ENSG00000270524.1,ENST00000604344,ENST00000604344.1,X,113882590,113883667,QTRT1P1,HGNC Symbol
ENSG00000207220,ENSG00000207220.1,ENST00000384491,ENST00000384491.1,X,113949917,113950082,RNU1-57P,HGNC Symbol
ENSG00000240327,ENSG00000240327.3,ENST00000463035,ENST00000463035.3,X,113976341,113976633,RN7SL93P,HGNC Symbol
ENSG00000271686,ENSG00000271686.1,ENST00000603089,ENST00000603089.1,X,114389135,114389954,TNPO3P1,HGNC Symbol
ENSG00000226547,ENSG00000226547.2,ENST00000449911,ENST00000449911.2,X,114390674,114391256,SSU72P1,HGNC Symbol
ENSG00000147246,ENSG00000147246.10,ENST00000371951,ENST00000371951.5,X,114584078,114910061,HTR2C,HGNC Symbol
ENSG00000224664,ENSG00000224664.2,ENST00000432891,ENST00000432891.2,X,114589620,114589935,RPL36AP53,HGNC Symbol
ENSG00000208839,ENSG00000208839.1,ENST00000386104,ENST00000386104.1,X,114630797,114630924,SNORA35,HGNC Symbol
ENSG00000212100,ENSG00000212100.2,ENST00000390811,ENST00000390811.2,X,114639435,114639519,MIR764,HGNC Symbol
ENSG00000222321,ENSG00000222321.1,ENST00000410389,ENST00000410389.1,X,114651544,114651623,MIR1912,HGNC Symbol
ENSG00000276158,ENSG00000276158.2,ENST00000616374,ENST00000616374.2,X,114652655,114652723,MIR1264,HGNC Symbol
ENSG00000221710,ENSG00000221710.1,ENST00000408783,ENST00000408783.1,X,114715233,114715344,MIR1298,HGNC Symbol
ENSG00000222715,ENSG00000222715.1,ENST00000410783,ENST00000410783.1,X,114763184,114763263,MIR1911,HGNC Symbol
ENSG00000224773,ENSG00000224773.2,ENST00000443628,ENST00000443628.2,X,114774828,114776775,HSPA8P7,HGNC Symbol
ENSG00000199001,ENSG00000199001.1,ENST00000362131,ENST00000362131.1,X,114823454,114823564,MIR448,HGNC Symbol
ENSG00000123496,ENSG00000123496.8,ENST00000371936,ENST00000371936.5,X,115003975,115019977,IL13RA2,HGNC Symbol
ENSG00000222122,ENSG00000222122.1,ENST00000410190,ENST00000410190.1,X,115032427,115032533,RNU6-648P,HGNC Symbol
ENSG00000236080,ENSG00000236080.2,ENST00000455104,ENST00000455104.1,X,115069237,115069846,YAP1P2,HGNC Symbol
ENSG00000130224,ENSG00000130224.15,ENST00000317135,ENST00000317135.13,X,115110616,115234096,LRCH2,HGNC Symbol
ENSG00000271907,ENSG00000271907.1,ENST00000607417,ENST00000607417.1,X,115126316,115126444,SNORA35B,HGNC Symbol
ENSG00000175718,ENSG00000175718.10,ENST00000424776,ENST00000424776.5,X,115189410,115192868,RBMXL3,HGNC Symbol
ENSG00000235656,ENSG00000235656.1,ENST00000419316,ENST00000419316.1,X,115198432,115198749,RPL36P18,HGNC Symbol
ENSG00000102021,ENSG00000102021.11,ENST00000371921,ENST00000371921.5,X,115289715,115307563,LUZP4,HGNC Symbol
ENSG00000274374,ENSG00000274374.1,ENST00000619615,ENST00000619615.1,X,115424064,115425600,TUBAP6,HGNC Symbol
ENSG00000271826,ENSG00000271826.5,ENST00000607680,ENST00000607680.5,X,115518182,115562731,PLS3-AS1,HGNC Symbol
ENSG00000102024,ENSG00000102024.18,ENST00000489283,ENST00000489283.5,X,115561174,115650861,PLS3,HGNC Symbol
ENSG00000270431,ENSG00000270431.1,ENST00000605468,ENST00000605468.1,X,115659713,115660022,PHF5FP,HGNC Symbol
ENSG00000227881,ENSG00000227881.1,ENST00000435496,ENST00000435496.1,X,115664895,115666133,ASS1P5,HGNC Symbol
ENSG00000235244,ENSG00000235244.4,ENST00000430756,ENST00000430756.2,X,115694880,115969130,DANT2,HGNC Symbol
ENSG00000234785,ENSG00000234785.1,ENST00000434365,ENST00000434365.1,X,115702811,115704120,EEF1GP5,HGNC Symbol
ENSG00000228532,ENSG00000228532.4,ENST00000536192,ENST00000536192.3,X,115718942,115719229,SUMO2P21,HGNC Symbol
ENSG00000229335,ENSG00000229335.1,ENST00000451869,ENST00000451869.1,X,115840964,115843050,DANT1,HGNC Symbol
ENSG00000266828,ENSG00000266828.2,ENST00000579354,ENST00000579354.2,X,115992466,115992773,RN7SL712P,HGNC Symbol
ENSG00000231371,ENSG00000231371.1,ENST00000418396,ENST00000418396.1,X,116043483,116044418,AKR1B1P8,HGNC Symbol
ENSG00000234558,ENSG00000234558.1,ENST00000424316,ENST00000424316.1,X,116106921,116108430,API5P1,HGNC Symbol
ENSG00000180772,ENSG00000180772.8,ENST00000371906,ENST00000371906.5,X,116170744,116174974,AGTR2,HGNC Symbol
ENSG00000207033,ENSG00000207033.1,ENST00000384306,ENST00000384306.1,X,116400848,116400953,RNU6-154P,HGNC Symbol
ENSG00000268104,ENSG00000268104.3,ENST00000598581,ENST00000598581.3,X,116436606,116461458,SLC6A14,HGNC Symbol
ENSG00000204019,ENSG00000204019.5,ENST00000371894,ENST00000371894.5,X,116461686,116462976,CT83,HGNC Symbol
ENSG00000236077,ENSG00000236077.2,ENST00000428194,ENST00000428194.1,X,116669810,116680303,SLC6A14P1,HGNC Symbol
ENSG00000237860,ENSG00000237860.1,ENST00000424402,ENST00000424402.1,X,116688870,116690185,SLC6A14P2,HGNC Symbol
ENSG00000224217,ENSG00000224217.1,ENST00000432026,ENST00000432026.1,X,116748530,116748877,PRPF4BP1,HGNC Symbol
ENSG00000206752,ENSG00000206752.1,ENST00000384025,ENST00000384025.1,X,116850839,116850945,RNU6-1323P,HGNC Symbol
ENSG00000213526,ENSG00000213526.3,ENST00000435341,ENST00000435341.1,X,116963049,116963676,SETP8,HGNC Symbol
ENSG00000224314,ENSG00000224314.1,ENST00000447458,ENST00000447458.1,X,117399452,117400081,TCERG1P1,HGNC Symbol
ENSG00000003096,ENSG00000003096.14,ENST00000371882,ENST00000371882.5,X,117897813,118117340,KLHL13,HGNC Symbol
ENSG00000237458,ENSG00000237458.1,ENST00000437546,ENST00000437546.1,X,118128748,118129018,TUBB4BP3,HGNC Symbol
ENSG00000234524,ENSG00000234524.1,ENST00000420608,ENST00000420608.1,X,118146063,118146561,RPL12P43,HGNC Symbol
ENSG00000131725,ENSG00000131725.14,ENST00000254029,ENST00000254029.8,X,118346073,118449961,WDR44,HGNC Symbol
ENSG00000221463,ENSG00000221463.3,ENST00000408536,ENST00000408536.3,X,118386394,118386471,MIR1277,HGNC Symbol
ENSG00000147251,ENSG00000147251.16,ENST00000276204,ENST00000276204.10,X,118495815,118686163,DOCK11,HGNC Symbol
ENSG00000230399,ENSG00000230399.1,ENST00000449447,ENST00000449447.1,X,118632375,118634218,RBBP8P1,HGNC Symbol
ENSG00000131724,ENSG00000131724.11,ENST00000652600,ENST00000652600.1,X,118727133,118794535,IL13RA1,HGNC Symbol
ENSG00000250995,ENSG00000250995.1,ENST00000506969,ENST00000506969.1,X,118769796,118770857,TMEM30BP1,HGNC Symbol
ENSG00000174460,ENSG00000174460.4,ENST00000310164,ENST00000310164.3,X,118823824,118826968,ZCCHC12,HGNC Symbol
ENSG00000203650,ENSG00000203650.9,ENST00000655074,ENST00000655074.1,X,118839539,118919669,LINC01285,HGNC Symbol
ENSG00000224341,ENSG00000224341.1,ENST00000445747,ENST00000445747.1,X,118877886,118879185,AKR7A2P2,HGNC Symbol
ENSG00000231270,ENSG00000231270.1,ENST00000443421,ENST00000443421.1,X,118938153,118939134,COBLP1,HGNC Symbol
ENSG00000175556,ENSG00000175556.17,ENST00000304778,ENST00000304778.11,X,118974614,119018355,LONRF3,HGNC Symbol
ENSG00000250423,ENSG00000250423.2,ENST00000402510,ENST00000402510.2,X,119078635,119150579,KIAA1210,HGNC Symbol
ENSG00000227864,ENSG00000227864.1,ENST00000418991,ENST00000418991.1,X,119186442,119186829,ARL5AP1,HGNC Symbol
ENSG00000230170,ENSG00000230170.1,ENST00000424481,ENST00000424481.1,X,119220782,119221742,HNRNPA1P28,HGNC Symbol
ENSG00000270625,ENSG00000270625.1,ENST00000603762,ENST00000603762.1,X,119222564,119223245,NUDT19P6,HGNC Symbol
ENSG00000101856,ENSG00000101856.10,ENST00000217971,ENST00000217971.8,X,119236245,119244466,PGRMC1,HGNC Symbol
ENSG00000214992,ENSG00000214992.6,ENST00000431706,ENST00000431706.2,X,119249346,119257667,AKAP17BP,HGNC Symbol
ENSG00000227814,ENSG00000227814.3,ENST00000511924,ENST00000511924.1,X,119379712,119380104,MRPS17P9,HGNC Symbol
ENSG00000077713,ENSG00000077713.19,ENST00000217909,ENST00000217909.8,X,119399336,119454478,SLC25A43,HGNC Symbol
ENSG00000207175,ENSG00000207175.1,ENST00000384446,ENST00000384446.1,X,119423742,119423905,RNU1-67P,HGNC Symbol
ENSG00000266420,ENSG00000266420.2,ENST00000580570,ENST00000580570.2,X,119434519,119434820,RN7SL118P,HGNC Symbol
ENSG00000252147,ENSG00000252147.1,ENST00000516338,ENST00000516338.1,X,119456558,119456658,RNY3P16,HGNC Symbol
ENSG00000224281,ENSG00000224281.5,ENST00000446986,ENST00000446986.1,X,119465986,119469128,SLC25A5-AS1,HGNC Symbol
ENSG00000005022,ENSG00000005022.6,ENST00000317881,ENST00000317881.9,X,119468422,119471396,SLC25A5,HGNC Symbol
ENSG00000018610,ENSG00000018610.15,ENST00000320339,ENST00000320339.8,X,119538149,119565409,STEEP1,HGNC Symbol
ENSG00000077721,ENSG00000077721.16,ENST00000346330,ENST00000346330.6,X,119574536,119591083,UBE2A,HGNC Symbol
ENSG00000186416,ENSG00000186416.17,ENST00000649446,ENST00000649446.1,X,119588337,119606443,NKRF,HGNC Symbol
ENSG00000125354,ENSG00000125354.24,ENST00000360156,ENST00000360156.11,X,119615724,119693370,SEPTIN6,HGNC Symbol
ENSG00000211578,ENSG00000211578.3,ENST00000390223,ENST00000390223.3,X,119646738,119646848,MIR766,HGNC Symbol
ENSG00000187808,ENSG00000187808.5,ENST00000343905,ENST00000343905.5,X,119758588,119760202,SOWAHD,HGNC Symbol
ENSG00000198918,ENSG00000198918.8,ENST00000477403,ENST00000477403.1,X,119786504,119791630,RPL39,HGNC Symbol
ENSG00000206622,ENSG00000206622.1,ENST00000383895,ENST00000383895.1,X,119787353,119787484,SNORA69,HGNC Symbol
ENSG00000125351,ENSG00000125351.13,ENST00000636792,ENST00000636792.1,X,119805311,119852998,UPF3B,HGNC Symbol
ENSG00000125352,ENSG00000125352.6,ENST00000371442,ENST00000371442.4,X,119870475,119871733,RNF113A,HGNC Symbol
ENSG00000125356,ENSG00000125356.7,ENST00000371437,ENST00000371437.5,X,119871832,119876662,NDUFA1,HGNC Symbol
ENSG00000186471,ENSG00000186471.13,ENST00000371425,ENST00000371425.8,X,119895837,119920716,AKAP14,HGNC Symbol
ENSG00000101882,ENSG00000101882.10,ENST00000371410,ENST00000371410.5,X,119920672,119943751,NKAP,HGNC Symbol
ENSG00000282933,ENSG00000282933.2,ENST00000640298,ENST00000640298.1,X,119942834,119992810,RHOXF1P3,HGNC Symbol
ENSG00000234493,ENSG00000234493.4,ENST00000454625,ENST00000454625.2,X,119978713,120025138,RHOXF1P1,HGNC Symbol
ENSG00000282850,ENSG00000282850.2,ENST00000635431,ENST00000635431.2,X,119998087,120000088,RHOXF1P2,HGNC Symbol
ENSG00000258545,ENSG00000258545.6,ENST00000553843,ENST00000553843.5,X,120036236,120146854,RHOXF1-AS1,HGNC Symbol
ENSG00000203989,ENSG00000203989.5,ENST00000371402,ENST00000371402.5,X,120072264,120077690,RHOXF2B,HGNC Symbol
ENSG00000101883,ENSG00000101883.5,ENST00000217999,ENST00000217999.3,X,120109051,120115913,RHOXF1,HGNC Symbol
ENSG00000228139,ENSG00000228139.1,ENST00000422226,ENST00000422226.1,X,120117642,120119700,LINC01402,HGNC Symbol
ENSG00000233382,ENSG00000233382.7,ENST00000555168,ENST00000555168.1,X,120120953,120245267,NKAPP1,HGNC Symbol
ENSG00000131721,ENSG00000131721.6,ENST00000371388,ENST00000371388.5,X,120158613,120165630,RHOXF2,HGNC Symbol
ENSG00000227541,ENSG00000227541.1,ENST00000403720,ENST00000403720.2,X,120202061,120202748,SFR1P1,HGNC Symbol
ENSG00000237757,ENSG00000237757.2,ENST00000429708,ENST00000429708.2,X,120210461,120212680,EEF1A1P30,HGNC Symbol
ENSG00000177485,ENSG00000177485.7,ENST00000326624,ENST00000326624.2,X,120250752,120258398,ZBTB33,HGNC Symbol
ENSG00000125355,ENSG00000125355.16,ENST00000309720,ENST00000309720.9,X,120258650,120311556,TMEM255A,HGNC Symbol
ENSG00000101892,ENSG00000101892.12,ENST00000539306,ENST00000539306.5,X,120362085,120383249,ATP1B4,HGNC Symbol
ENSG00000005893,ENSG00000005893.16,ENST00000200639,ENST00000200639.9,X,120426148,120469365,LAMP2,HGNC Symbol
ENSG00000251707,ENSG00000251707.2,ENST00000515898,ENST00000515898.2,X,120503037,120503096,RNU7-37P,HGNC Symbol
ENSG00000158290,ENSG00000158290.19,ENST00000680673,ENST00000680673.1,X,120505920,120604074,CUL4B,HGNC Symbol
ENSG00000232119,ENSG00000232119.8,ENST00000493879,ENST00000493879.5,X,120594010,120621159,MCTS1,HGNC Symbol
ENSG00000171155,ENSG00000171155.8,ENST00000304661,ENST00000304661.6,X,120625674,120630054,C1GALT1C1,HGNC Symbol
ENSG00000278317,ENSG00000278317.1,ENST00000613393,ENST00000613393.1,X,120709061,120709392,H3P46,HGNC Symbol
ENSG00000181511,ENSG00000181511.5,ENST00000427955,ENST00000427955.1,X,120733094,120733396,GLRX5P1,HGNC Symbol
ENSG00000237828,ENSG00000237828.1,ENST00000442248,ENST00000442248.1,X,120868611,120869807,PA2G4P1,HGNC Symbol
ENSG00000236446,ENSG00000236446.3,ENST00000371311,ENST00000371311.4,X,120872603,120875929,CT47B1,HGNC Symbol
ENSG00000226685,ENSG00000226685.4,ENST00000419982,ENST00000419982.3,X,120930250,120932301,CT47A12,HGNC Symbol
ENSG00000226929,ENSG00000226929.3,ENST00000457020,ENST00000457020.3,X,120933840,120937158,CT47A11,HGNC Symbol
ENSG00000224089,ENSG00000224089.3,ENST00000430448,ENST00000430448.3,X,120938701,120942023,CT47A10,HGNC Symbol
ENSG00000226600,ENSG00000226600.3,ENST00000417256,ENST00000417256.3,X,120943561,120946883,CT47A9,HGNC Symbol
ENSG00000230347,ENSG00000230347.5,ENST00000457977,ENST00000457977.3,X,120948422,120951744,CT47A8,HGNC Symbol
ENSG00000228517,ENSG00000228517.3,ENST00000434883,ENST00000434883.3,X,120953282,120956600,CT47A7,HGNC Symbol
ENSG00000226023,ENSG00000226023.6,ENST00000419194,ENST00000419194.3,X,120958165,120961487,CT47A6,HGNC Symbol
ENSG00000237957,ENSG00000237957.6,ENST00000439466,ENST00000439466.3,X,120963026,120966348,CT47A5,HGNC Symbol
ENSG00000230594,ENSG00000230594.3,ENST00000415858,ENST00000415858.3,X,120967886,120971208,CT47A4,HGNC Symbol
ENSG00000236126,ENSG00000236126.3,ENST00000441330,ENST00000441330.3,X,120972746,120976068,CT47A3,HGNC Symbol
ENSG00000242362,ENSG00000242362.2,ENST00000458218,ENST00000458218.3,X,120977606,120980928,CT47A2,HGNC Symbol
ENSG00000236371,ENSG00000236371.6,ENST00000433030,ENST00000433030.4,X,120982476,120985760,CT47A1,HGNC Symbol
ENSG00000233433,ENSG00000233433.1,ENST00000424220,ENST00000424220.1,X,121024964,121026563,CBLL1P1,HGNC Symbol
ENSG00000182890,ENSG00000182890.5,ENST00000328078,ENST00000328078.3,X,121047610,121050094,GLUD2,HGNC Symbol
ENSG00000234176,ENSG00000234176.1,ENST00000425843,ENST00000425843.1,X,121203182,121205014,HSPA8P1,HGNC Symbol
ENSG00000265456,ENSG00000265456.1,ENST00000584290,ENST00000584290.1,X,121370972,121371053,MIR3672,HGNC Symbol
ENSG00000213498,ENSG00000213498.3,ENST00000449760,ENST00000449760.1,X,121863698,121864196,TPT1P13,HGNC Symbol
ENSG00000237891,ENSG00000237891.1,ENST00000457727,ENST00000457727.1,X,122010976,122011612,UBE2V1P16,HGNC Symbol
ENSG00000232496,ENSG00000232496.2,ENST00000436852,ENST00000436852.2,X,122538253,122539460,RPL3P12,HGNC Symbol
ENSG00000224236,ENSG00000224236.3,ENST00000435941,ENST00000435941.1,X,123116107,123117781,MRRFP1,HGNC Symbol
ENSG00000125675,ENSG00000125675.20,ENST00000616590,ENST00000616590.4,X,123184153,123490915,GRIA3,HGNC Symbol
ENSG00000179101,ENSG00000179101.5,ENST00000416267,ENST00000416267.1,X,123514473,123514872,H3P47,HGNC Symbol
ENSG00000228466,ENSG00000228466.1,ENST00000450755,ENST00000450755.1,X,123561642,123562966,TUBB4AP1,HGNC Symbol
ENSG00000125676,ENSG00000125676.20,ENST00000448128,ENST00000448128.5,X,123600561,123733056,THOC2,HGNC Symbol
ENSG00000232149,ENSG00000232149.1,ENST00000436391,ENST00000436391.1,X,123603139,123603931,FERP1,HGNC Symbol
