Composite Element REF,Chromosome,Start,End,Gene_Symbol,Gene_Type,Transcript_ID,Position_to_TSS,CGI_Coordinate,Feature_Type
cg16488754,chrX,150693463,150693464,MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370390.6;ENST00000429965.5;ENST00000434699.5;ENST00000439546.5;ENST00000445323.5;ENST00000485376.4;ENST00000490316.5;ENST00000493995.5;ENST00000542156.4,88;479;453;484;52;96;83;491;66,CGI:chrX:150693379-150693998,Island
cg16501779,chrX,149631670,149631671,TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000502900.2;ENST00000507237.4;ENST00000511776.1;ENST00000600449.6;ENST00000611119.3;ENST00000612022.1,51;29;13;243;243;50,CGI:chrX:149631156-149632023,Island
cg16510200,chrX,11111216,11111217,HCCS;HCCS;HCCS;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1,protein_coding;protein_coding;protein_coding;lincRNA;lincRNA;lincRNA;lincRNA,ENST00000321143.7;ENST00000380762.4;ENST00000380763.6;ENST00000433747.5;ENST00000608176.4;ENST00000608576.4;ENST00000608916.1,-86;-150;-127;-101;-106;-77;-74,CGI:chrX:11111156-11111638,Island
cg16613750,chrX,65667767,65667768,MSN;MSN,protein_coding;protein_coding,ENST00000360270.6;ENST00000609672.4,96;79389,CGI:chrX:65667617-65667970,Island
cg16638301,chrX,47659153,47659154,UXT;UXT;UXT;UXT;UXT-AS1;UXT-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000333119.6;ENST00000335890.2;ENST00000376964.3;ENST00000485641.4;ENST00000590504.1;ENST00000591832.1,9;-35;0;-45;299;319,CGI:chrX:47658616-47659451,Island
cg16641060,chrX,119605774,119605775,NKRF;NKRF,protein_coding;protein_coding,ENST00000304449.5;ENST00000542113.1,122;110,CGI:chrX:119605607-119606552,Island
cg16680922,chrX,23743375,23743376,ACOT9;ACOT9;ACOT9;ACOT9;ACOT9,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000336430.10;ENST00000379295.4;ENST00000379303.8;ENST00000492081.1;ENST00000494361.4,-98;23101;-101;-124;-84,CGI:chrX:23742953-23743493,Island
cg16697940,chrX,141177136,141177137,LDOC1;LDOC1,protein_coding;protein_coding,ENST00000370526.3;ENST00000460721.1,-10;-119,CGI:chrX:141176765-141177220,Island
cg16710313,chrX,135421898,135421899,LINC00086,lincRNA,ENST00000417443.2,-46,CGI:chrX:135421713-135422640,Island
cg16718054,chrX,64395486,64395487,MTMR8,protein_coding,ENST00000374852.3,-54,CGI:chrX:64395077-64395543,Island
cg16783314,chrX,147912204,147912205,FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1-AS1;FMR1-AS1;FMR1-AS1;FMR1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript,ENST00000218200.11;ENST00000334557.9;ENST00000370470.4;ENST00000370471.6;ENST00000370475.7;ENST00000370477.4;ENST00000439526.5;ENST00000440235.5;ENST00000495717.4;ENST00000616382.3;ENST00000616614.3;ENST00000621447.1;ENST00000621453.3;ENST00000621987.3;ENST00000594922.4;ENST00000596112.4;ENST00000598667.1;ENST00000601841.1,252;151;23;252;151;240;151;252;41;85;247;80;252;239;-386;-386;-386;-386,CGI:chrX:147911573-147912682,Island
cg16851485,chrX,136880677,136880678,RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;RBMX;SNORD61,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;snoRNA,ENST00000320676.10;ENST00000419968.5;ENST00000431446.6;ENST00000464781.4;ENST00000562646.4;ENST00000563370.1;ENST00000565438.1;ENST00000565907.1;ENST00000567262.4;ENST00000568578.4;ENST00000384252.1,49;-1245;49;49;49;49;88;46;49;46;-1405,CGI:chrX:136879943-136880792,Island
cg16976875,chrX,38803924,38803925,MID1IP1;MID1IP1;MID1IP1;MID1IP1;MID1IP1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000336949.6;ENST00000378474.3;ENST00000457894.4;ENST00000614558.1;ENST00000436893.1,190;2469;2491;2491;-40,CGI:chrX:38803653-38805511,Island
cg16984885,chrX,119791579,119791580,RPL39;RPL39,protein_coding;protein_coding,ENST00000361575.3;ENST00000468844.1,65;17,CGI:chrX:119791194-119792166,Island
cg16998810,chrX,38220881,38220882,RP13-43E11.1;RP5-972B16.2;SRPX;SRPX;SRPX;SRPX,antisense;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000423919.1;ENST00000465127.1;ENST00000378533.3;ENST00000432886.5;ENST00000538295.4;ENST00000544439.4,-511;871550;19;44;44;44,CGI:chrX:38220438-38220897,Island
cg17041378,chrX,100732185,100732186,SYTL4;SYTL4;SYTL4;SYTL4;SYTL4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000263033.8;ENST00000276141.9;ENST00000372981.1;ENST00000372989.4;ENST00000491326.1,-63;-650;-64;-674;-61,CGI:chrX:100731435-100732198,Island
cg17058724,chrX,135032317,135032318,FAM127A;FAM127A;FAM127A,protein_coding;protein_coding;protein_coding,ENST00000257013.8;ENST00000464369.1;ENST00000495563.4,-50;-66;-66,CGI:chrX:135032037-135032955,Island
cg17122979,chrX,48539527,48539528,TBC1D25;TBC1D25;TBC1D25;TBC1D25;TBC1D25,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000376771.7;ENST00000418627.1;ENST00000476141.1;ENST00000481090.5;ENST00000494495.1,69;-272;-245;-211;-244,CGI:chrX:48539371-48540141,Island
cg17149359,chrX,120630276,120630277,C1GALT1C1;C1GALT1C1,protein_coding;protein_coding,ENST00000304661.5;ENST00000371313.2,-125;-280,CGI:chrX:120629882-120630375,Island
cg17203703,chrX,68498874,68498875,YIPF6;YIPF6;YIPF6;YIPF6;YIPF6;YIPF6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000374622.3;ENST00000374643.6;ENST00000451537.4;ENST00000462683.4;ENST00000462972.1;ENST00000470730.4,91;-176;311;550;-208;-161,CGI:chrX:68498621-68499229,Island
cg17224287,chrX,100731637,100731638,SYTL4;SYTL4;SYTL4;SYTL4;SYTL4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000263033.8;ENST00000276141.9;ENST00000372981.1;ENST00000372989.4;ENST00000491326.1,485;-102;484;-126;487,CGI:chrX:100731435-100732198,Island
cg17292622,chrX,65034776,65034777,ZC4H2;ZC4H2,protein_coding;protein_coding,ENST00000337990.2;ENST00000488831.4,-62;-106,CGI:chrX:65034528-65035411,Island
cg17299883,chrX,65534744,65534745,LAS1L;LAS1L;LAS1L;LAS1L,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000374804.8;ENST00000374807.8;ENST00000374811.6;ENST00000484069.1,13;11;13;32,CGI:chrX:65534436-65534925,Island
cg17330459,chrX,86148591,86148592,DACH2;DACH2;DACH2;DACH2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000373125.7;ENST00000373131.4;ENST00000461604.5;ENST00000506327.5,-31;132;130;-31,CGI:chrX:86147939-86148873,Island
cg17337021,chrX,149505453,149505454,IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000340855.9;ENST00000370441.7;ENST00000422081.5;ENST00000427113.2;ENST00000428056.5;ENST00000441880.1;ENST00000464251.4;ENST00000466323.4;ENST00000521702.1;ENST00000523759.4,-105;-105;28483;27516;-172;27542;-1233;-105;15644;27685,CGI:chrX:149505022-149505454,Island
cg17345036,chrX,101051969,101051970,TRMT2B;TRMT2B;TRMT2B;TRMT2B;TRMT2B;TRMT2B-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;sense_overlapping,ENST00000372935.4;ENST00000372936.3;ENST00000372939.4;ENST00000478422.1;ENST00000545398.4;ENST00000443801.2,102;115;86;114;148;42508,CGI:chrX:101051625-101052003,Island
cg17396400,chrX,23743342,23743343,ACOT9;ACOT9;ACOT9;ACOT9;ACOT9,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000336430.10;ENST00000379295.4;ENST00000379303.8;ENST00000492081.1;ENST00000494361.4,-65;23134;-68;-91;-51,CGI:chrX:23742953-23743493,Island
cg17404000,chrX,46759195,46759196,SLC9A7;SLC9A7,protein_coding;protein_coding,ENST00000328306.4;ENST00000616978.3,-139;-22,CGI:chrX:46758578-46759534,Island
cg17475505,chrX,46545424,46545425,ZNF674;ZNF674;ZNF674;ZNF674;ZNF674;ZNF674-AS1;ZNF674-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;lincRNA;lincRNA,ENST00000414387.5;ENST00000518708.1;ENST00000521626.4;ENST00000522017.4;ENST00000523374.4;ENST00000421685.2;ENST00000609887.1,-812;1;-3;34;18;-70;-88,CGI:chrX:46545199-46545730,Island
cg17477997,chrX,15335659,15335660,PIGA;PIGA;PIGA,protein_coding;protein_coding;protein_coding,ENST00000333590.4;ENST00000474662.1;ENST00000542278.4,-135;-133;-104,CGI:chrX:15335247-15335886,Island
cg17479100,chrX,48911663,48911664,SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000247138.8;ENST00000376512.1;ENST00000376515.6;ENST00000376521.4;ENST00000376529.6;ENST00000413561.5;ENST00000445167.5;ENST00000446885.1;ENST00000452555.5;ENST00000616181.3,-22;7;296;296;-26;296;-6;275;296;296,CGI:chrX:48911486-48911937,Island
cg17548613,chrX,41923069,41923070,CASK;CASK;CASK;CASK;CASK;CASK;CASK;CASK,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378154.1;ENST00000378158.4;ENST00000378163.4;ENST00000378166.7;ENST00000421587.5;ENST00000442742.5;ENST00000468986.5;ENST00000477823.1,395;271;395;-53;-56;-61;-53;-86,CGI:chrX:41922853-41924005,Island
cg17552650,chrX,49101025,49101026,WDR45;WDR45;WDR45,protein_coding;protein_coding;protein_coding,ENST00000356463.6;ENST00000460501.1;ENST00000465806.4,97;120;146,CGI:chrX:49100826-49101657,Island
cg17565795,chrX,23907906,23907907,APOO;APOO;CXorf58,protein_coding;protein_coding;protein_coding,ENST00000379226.7;ENST00000490078.1;ENST00000379211.6,29;-2;104,CGI:chrX:23907473-23908198,Island
cg17571782,chrX,149541479,149541480,CXorf40A;CXorf40A;CXorf40A;CXorf40A;CXorf40A;CXorf40A;CXorf40A;CXorf40A;CXorf40A;CXorf40A;LINC00893;LINC00893;LINC00893;LINC00893;LINC00893;LINC00893;LINC00893,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense;antisense;antisense;antisense;antisense;antisense,ENST00000393985.6;ENST00000423421.4;ENST00000423540.5;ENST00000428236.4;ENST00000431132.5;ENST00000434353.5;ENST00000441248.4;ENST00000448332.1;ENST00000450602.5;ENST00000514208.4;ENST00000447209.4;ENST00000608342.4;ENST00000608355.1;ENST00000608616.4;ENST00000609161.4;ENST00000609314.4;ENST00000609651.4,504;503;495;-541;1123;491;836;41;848;454;-685;-1024;-576;-665;-687;-519;-636,CGI:chrX:149540733-149541633,Island
cg17592148,chrX,106726726,106726727,RNF128;RNF128;RNF128,protein_coding;protein_coding;protein_coding,ENST00000255499.2;ENST00000324342.6;ENST00000418562.4,61;32887;32931,CGI:chrX:106726456-106727368,Island
cg17607496,chrX,154805517,154805518,MPP1;MPP1;MPP1;MPP1;MPP1;MPP1;MPP1;MPP1;MPP1;MPP1;MPP1;MPP1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369531.1;ENST00000369534.6;ENST00000393529.4;ENST00000393531.4;ENST00000413259.6;ENST00000417435.4;ENST00000428488.1;ENST00000439370.4;ENST00000453245.4;ENST00000471821.1;ENST00000475943.4;ENST00000494170.1,-18;5;15491;-119;11;11;-31;-60;-31;-48;-39;-75,CGI:chrX:154805091-154805660,Island
cg17624691,chrX,65534867,65534868,LAS1L;LAS1L;LAS1L;LAS1L,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000374804.8;ENST00000374807.8;ENST00000374811.6;ENST00000484069.1,-110;-112;-110;-91,CGI:chrX:65534436-65534925,Island
cg17639056,chrX,46759204,46759205,SLC9A7;SLC9A7,protein_coding;protein_coding,ENST00000328306.4;ENST00000616978.3,-148;-31,CGI:chrX:46758578-46759534,Island
cg17658468,chrX,37847564,37847565,DYNLT3;DYNLT3;DYNLT3;RP5-972B16.2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378578.7;ENST00000378581.6;ENST00000432389.2;ENST00000465127.1,74;-49;-155;498233,CGI:chrX:37847042-37847719,Island
cg17718322,chrX,68433907,68433908,OPHN1;OPHN1,protein_coding;protein_coding,ENST00000355520.5;ENST00000491714.1,-101;7,CGI:chrX:68433104-68434065,Island
cg17758583,chrX,155026641,155026642,F8;F8;FUNDC2;FUNDC2;FUNDC2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000423959.4;ENST00000453950.1;ENST00000369498.6;ENST00000475165.4;ENST00000484175.4,300;228;-45;660;-513,CGI:chrX:155026640-155027421,Island
cg17788031,chrX,43654941,43654942,MAOA;MAOA;MAOA,protein_coding;protein_coding;protein_coding,ENST00000338702.3;ENST00000497485.1;ENST00000542639.4,-1279;-1362;33,CGI:chrX:43654782-43655545,Island
cg17800714,chrX,154428425,154428426,ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;CH17-340M24.3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;lincRNA,ENST00000369762.5;ENST00000422890.4;ENST00000429585.4;ENST00000439372.4;ENST00000446552.1;ENST00000449556.4;ENST00000455205.4;ENST00000491569.4;ENST00000360656.2,-208;-221;-317;-263;-265;-239;-274;-421;55,CGI:chrX:154428387-154429017,Island
cg17853057,chrX,54044064,54044065,PHF8;PHF8;PHF8;PHF8;PHF8;PHF8;PHF8;PHF8;PHF8;PHF8;PHF8,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000322659.11;ENST00000338154.9;ENST00000338946.9;ENST00000357988.8;ENST00000415025.4;ENST00000425862.4;ENST00000433120.4;ENST00000437224.4;ENST00000445025.1;ENST00000453905.4;ENST00000462182.1,-869;111;111;1186;-1;-1077;-1073;4895;-916;4872;-1347,CGI:chrX:54043879-54044878,Island
cg17920241,chrX,149505448,149505449,IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000340855.9;ENST00000370441.7;ENST00000422081.5;ENST00000427113.2;ENST00000428056.5;ENST00000441880.1;ENST00000464251.4;ENST00000466323.4;ENST00000521702.1;ENST00000523759.4,-100;-100;28488;27521;-167;27547;-1228;-100;15649;27690,CGI:chrX:149505022-149505454,Island
cg17936021,chrX,130268937,130268938,ZNF280C;ZNF280C,protein_coding;protein_coding,ENST00000370978.7;ENST00000447817.1,-37;-53,CGI:chrX:130268484-130269114,Island
cg17959735,chrX,110318287,110318288,AMMECR1;AMMECR1;AMMECR1;AMMECR1;AMMECR1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000262844.8;ENST00000372057.1;ENST00000372059.5;ENST00000473662.1;ENST00000496695.1,-47;121947;-202;-515;-530,CGI:chrX:110317475-110318322,Island
cg17970282,chrX,71492960,71492961,INGX;INGX;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1,transcribed_processed_pseudogene;transcribed_processed_pseudogene;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000359239.3;ENST00000489074.2;ENST00000373775.7;ENST00000437147.6;ENST00000461764.4;ENST00000462588.4;ENST00000467309.4;ENST00000468167.4;ENST00000485087.4;ENST00000497222.1,-31;-510;86280;86280;69801;69801;33289;69801;69801;647,CGI:chrX:71492199-71492971,Island
cg18093711,chrX,154398137,154398138,RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;XX-FW83563B9.5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000344746.7;ENST00000369817.5;ENST00000406022.5;ENST00000424325.5;ENST00000436473.4;ENST00000451365.1;ENST00000458500.4;ENST00000467168.4;ENST00000479366.1;ENST00000482732.1;ENST00000485196.4;ENST00000489200.4;ENST00000491035.4;ENST00000492572.4;ENST00000618723.3;ENST00000624054.1,-236;982;-754;-94;-231;-1230;-242;-361;387;-252;-243;-241;-241;8181;-94;680,CGI:chrX:154397754-154398983,Island
cg18099006,chrX,38803690,38803691,MID1IP1;MID1IP1;MID1IP1;MID1IP1;MID1IP1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000336949.6;ENST00000378474.3;ENST00000457894.4;ENST00000614558.1;ENST00000436893.1,-44;2235;2257;2257;194,CGI:chrX:38803653-38805511,Island
cg18102950,chrX,123733088,123733089,THOC2;THOC2;THOC2,protein_coding;protein_coding;protein_coding,ENST00000245838.11;ENST00000355725.7;ENST00000433883.1,-33;-31;-50,CGI:chrX:123732349-123733247,Island
cg18107314,chrX,119871751,119871752,NDUFA1;RNF113A,protein_coding;protein_coding,ENST00000371437.4;ENST00000371442.3,263;77,CGI:chrX:119871288-119872254,Island
cg18112782,chrX,48957652,48957653,OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000156084.7;ENST00000376488.6;ENST00000396743.6;ENST00000428668.2;ENST00000455452.4;ENST00000484499.4;ENST00000610466.3,-20;-52;-20;735;-462;-595;243,CGI:chrX:48957005-48958632,Island
cg18122289,chrX,119871828,119871829,NDUFA1;RNF113A,protein_coding;protein_coding,ENST00000371437.4;ENST00000371442.3,340;0,CGI:chrX:119871288-119872254,Island
cg18140045,chrX,47145479,47145480,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,-440;26;31;199;609;199,CGI:chrX:47144351-47145588,Island
cg18164076,chrX,153794508,153794509,IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000217901.8;ENST00000370092.6;ENST00000370093.4;ENST00000427365.5;ENST00000444450.4;ENST00000461215.2;ENST00000491235.1;ENST00000495356.4;ENST00000497043.4;ENST00000619865.3;ENST00000320857.6;ENST00000370085.3;ENST00000370086.6;ENST00000370087.4;ENST00000460616.4;ENST00000471724.4;ENST00000471880.4;ENST00000482902.4;ENST00000486204.4;ENST00000491833.4,16;5;-126;-151;-148;-161;-182;-172;-151;16;991;-167;-132;316;-152;-169;-172;58;-541;332,CGI:chrX:153793820-153795102,Island
cg18232738,chrX,48911742,48911743,SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000247138.8;ENST00000376512.1;ENST00000376515.6;ENST00000376521.4;ENST00000376529.6;ENST00000413561.5;ENST00000445167.5;ENST00000446885.1;ENST00000452555.5;ENST00000616181.3,-101;-72;217;217;-105;217;-85;196;217;217,CGI:chrX:48911486-48911937,Island
cg18388748,chrX,47145060,47145061,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,-21;445;-388;-220;190;-220,CGI:chrX:47144351-47145588,Island
cg18397310,chrX,23667356,23667357,PRDX4;PRDX4;PRDX4;PRDX4,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379331.3;ENST00000379341.7;ENST00000379349.4;ENST00000495599.1,-196;-91;3093;-144,CGI:chrX:23667289-23667565,Island
cg18426655,chrX,14872996,14872997,FANCB;FANCB;FANCB;MOSPD2;MOSPD2;MOSPD2;MOSPD2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000324138.6;ENST00000398334.4;ENST00000452869.1;ENST00000380492.6;ENST00000461777.1;ENST00000482354.4;ENST00000497603.2,74;67;57;-446;-496;-460;-534,CGI:chrX:14872869-14873612,Island
cg18502619,chrX,101408182,101408183,GLA;GLA;GLA;GLA;GLA;HNRNPH2;RPL36A-HNRNPH2;RPL36A-HNRNPH2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218516.3;ENST00000479445.1;ENST00000480513.4;ENST00000486121.4;ENST00000493905.5;ENST00000316594.5;ENST00000409170.3;ENST00000409338.4,-256;-294;-348;-348;-273;-114;17169;17170,CGI:chrX:101407839-101408313,Island
